slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,rimFG,rimFGA,rimFG%,rimAst'd,rim%Ast'd,3pt%Ast'd
anthoca01,Carmelo Anthony,POWER FORWARD,33,OKLAHOMA CITY THUNDER,78,78,2501,472,1168,169,474,148,193,67,386,103,47,49,99,197,6.5,1.8,-1.9,-1.3,17.7,2.5,0.165,-0.6,2.9,1.2,12.7,0.9,0.406,10.0,0.503,7.3,23.2,0.0,3.7,0.071,86,150,.573,33,.384,.869
anunoog01,OG Anunoby,SMALL FORWARD,20,TORONTO RAPTORS,74,62,1481,163,346,73,197,39,62,44,140,55,52,14,45,130,5.0,0.8,-0.6,0.6,10.4,1.6,0.179,-1.2,3.4,1.4,10.0,1.7,0.569,7.0,0.5870000000000001,10.8,12.4,0.5,3.0,0.098,99,142,.697,71,.717,.953
arizatr01,Trevor Ariza,SMALL FORWARD,32,HOUSTON ROCKETS,67,67,2269,268,651,170,462,76,89,33,261,105,98,13,52,132,6.8,0.5,0.7,0.7,12.9,2.8,0.13699999999999998,0.0,1.7,2.6,11.8,2.1,0.71,7.3,0.5670000000000001,7.0,14.4,1.5,5.3,0.113,107,170,.629,71,.664,.949
augusdj01,D.J. Augustin,POINT GUARD,30,ORLANDO MAGIC,75,36,1760,244,540,114,272,164,189,30,130,287,54,0,123,94,24.4,0.0,-0.2,-1.2,8.2,0.8,0.35,1.0,1.9,3.3,15.4,1.5,0.504,5.0,0.615,16.5,18.6,0.8,4.1,0.11,74,130,.569,23,.311,.675
balllo01,Lonzo Ball,POINT GUARD,20,LOS ANGELES LAKERS,52,50,1780,203,564,90,295,32,71,69,291,376,88,43,136,117,29.2,2.0,1.0,1.6,17.3,2.5,0.126,-0.7,4.2,-0.5,12.5,2.4,0.523,10.8,0.444,18.6,17.4,1.3,2.0,0.053,76,154,.494,28,.368,.744
bareajo01,J.J. Barea,POINT GUARD,33,DALLAS MAVERICKS,69,10,1603,303,690,115,313,80,102,15,186,434,35,3,143,83,45.1,0.2,1.2,-1.5,13.4,1.0,0.14800000000000002,2.7,1.0,2.3,17.8,1.1,0.45399999999999996,7.0,0.545,16.3,24.9,1.3,3.3,0.098,77,116,.664,21,.273,.626
barneha02,Harrison Barnes,POWER FORWARD,25,DALLAS MAVERICKS,77,77,2634,537,1208,119,333,259,313,77,391,152,49,14,118,94,9.9,0.5,-0.5,-1.3,17.1,1.9,0.259,0.8,3.1,2.0,15.8,0.9,0.276,9.9,0.539,8.1,25.2,1.0,3.8,0.07,160,254,.630,70,.438,.832
bartowi01,Will Barton,SHOOTING GUARD,27,DENVER NUGGETS,81,40,2683,465,1028,156,422,182,226,70,339,331,82,52,149,168,18.5,1.6,1.1,-0.4,14.2,1.8,0.22,1.6,3.0,4.4,16.2,1.5,0.41100000000000003,8.6,0.562,11.7,20.7,2.1,6.2,0.111,193,292,.661,86,.446,.731
batumni01,Nicolas Batum,SHOOTING GUARD,29,CHARLOTTE HORNETS,64,64,1981,270,650,92,274,108,130,57,249,349,65,23,131,72,26.2,1.0,0.4,-0.1,13.8,1.8,0.2,0.5,3.1,1.7,14.4,1.6,0.42200000000000004,8.4,0.523,15.6,18.3,1.2,3.5,0.084,50,71,.704,21,.420,.848
baynear01,Aron Baynes,CENTER,31,BOSTON CELTICS,81,67,1485,210,446,3,21,59,78,130,304,93,22,51,80,200,9.6,2.9,-2.9,0.7,22.1,2.5,0.175,-3.6,9.7,0.5,12.0,0.7,0.047,16.0,0.502,14.3,16.8,-0.3,3.0,0.09699999999999999,128,218,.587,74,.578,.929
bazemke01,Kent Bazemore,SHOOTING GUARD,28,ATLANTA HAWKS,65,65,1789,284,676,108,274,160,201,25,223,228,100,45,157,147,20.1,2.2,0.6,1.0,13.9,2.0,0.297,-0.4,1.6,0.2,14.5,2.7,0.405,7.7,0.547,17.0,22.5,1.2,2.2,0.059000000000000004,93,153,.608,41,.441,.833
bealbr01,Bradley Beal,SHOOTING GUARD,24,WASHINGTON WIZARDS,82,82,2977,683,1484,199,530,292,369,61,302,373,96,36,214,160,21.0,1.1,2.2,-0.7,11.5,2.5,0.249,2.9,2.3,4.4,18.4,1.6,0.35700000000000004,6.9,0.564,11.5,27.6,3.1,6.9,0.111,219,320,.684,86,.393,.777
beaslmi01,Michael Beasley,POWER FORWARD,29,NEW YORK KNICKS,74,30,1653,409,807,34,86,124,159,97,317,123,36,43,143,145,12.5,2.3,-0.2,-0.8,21.2,1.5,0.19699999999999998,0.6,6.5,0.9,17.8,1.1,0.107,13.9,0.556,14.0,26.9,0.7,2.4,0.069,179,264,.678,101,.564,.912
belinma01,Marco Belinelli,SHOOTING GUARD,31,ATLANTA HAWKS,52,1,1210,199,485,92,247,101,109,14,86,103,46,3,54,41,13.5,0.2,-0.2,-0.8,7.9,0.6,0.225,0.6,1.3,1.3,14.1,1.9,0.509,4.6,0.5539999999999999,9.2,21.2,0.5,1.9,0.075,76,114,.667,67,.882,.879
bendedr01,Dragan Bender,POWER FORWARD,20,PHOENIX SUNS,82,37,2069,187,484,118,322,39,51,40,321,130,22,53,112,166,8.9,2.1,-3.7,-0.8,16.8,0.8,0.105,-2.9,2.0,-0.7,7.1,0.5,0.665,9.3,0.524,18.1,12.7,-0.9,0.1,0.001,50,87,.575,27,.540,.992
bertada01,Dāvis Bertāns,POWER FORWARD,25,SAN ANTONIO SPURS,77,10,1086,161,366,94,252,40,49,18,135,74,26,28,36,93,10.3,2.1,1.6,0.6,13.9,1.4,0.134,1.0,1.8,1.6,14.1,1.2,0.6890000000000001,7.8,0.588,8.5,17.4,1.0,3.1,0.135,40,50,.800,34,.850,1.000
biyombi01,Bismack Biyombo,CENTER,25,ORLANDO MAGIC,82,25,1495,183,352,0,1,102,157,144,324,66,21,95,84,158,6.5,5.1,-2.4,0.2,24.0,1.8,0.446,-2.6,10.5,1.1,14.1,0.7,0.003,17.2,0.556,16.6,14.9,-0.2,2.9,0.094,134,188,.713,102,.761,0
bjeline01,Nemanja Bjelica,POWER FORWARD,29,MINNESOTA TIMBERWOLVES,67,21,1371,171,371,76,183,36,45,53,221,86,50,16,52,141,8.7,1.0,0.1,0.2,18.8,1.1,0.121,-0.1,4.4,1.7,12.6,1.8,0.493,11.5,0.581,11.7,14.3,0.7,2.8,0.09699999999999999,66,104,.635,42,.636,.938
bledser01,Eric Bledsoe,POINT GUARD,28,MILWAUKEE BUCKS,71,71,2239,452,949,121,347,241,303,48,229,361,145,40,206,179,26.0,1.5,2.8,0.4,11.9,2.4,0.319,2.4,2.5,3.2,20.0,3.2,0.366,7.2,0.585,16.0,26.0,2.7,5.7,0.121,221,316,.699,66,.299,.742
bogdabo01,Bogdan Bogdanović,SHOOTING GUARD,25,SACRAMENTO KINGS,78,53,2175,344,772,129,329,100,119,31,192,258,72,16,125,172,18.3,0.7,-1.5,-0.9,10.5,1.1,0.154,-0.6,1.6,1.8,13.5,1.7,0.426,5.8,0.556,13.2,19.6,0.3,2.9,0.064,68,111,.613,31,.456,.760
bogdabo02,Bojan Bogdanović,SMALL FORWARD,28,INDIANA PACERS,80,80,2464,404,852,155,386,178,205,30,240,119,55,8,106,129,7.1,0.3,-0.7,-1.2,10.9,1.6,0.24100000000000002,0.5,1.4,3.8,13.9,1.1,0.45299999999999996,6.2,0.605,10.1,19.0,0.8,5.4,0.105,152,236,.644,90,.592,.948
bookede01,Devin Booker,SHOOTING GUARD,21,PHOENIX SUNS,54,54,1865,455,1054,147,384,289,329,26,218,253,47,14,194,168,24.4,0.6,0.9,-2.0,12.7,0.6,0.312,2.9,1.5,1.9,18.1,1.2,0.364,7.0,0.561,13.9,31.7,1.4,2.4,0.063,116,190,.611,41,.353,.612
bradlav01,Avery Bradley,SHOOTING GUARD,27,DETROIT PISTONS,40,40,1268,233,570,74,194,61,80,19,75,83,46,7,93,80,10.5,0.5,-3.9,-1.1,6.7,1.1,0.14,-2.8,1.6,-1.4,9.7,1.8,0.34,4.1,0.49700000000000005,13.3,24.4,-0.6,-0.2,-0.009000000000000001,85,141,.603,56,.659,.920
brogdma01,Malcolm Brogdon,POINT GUARD,25,MILWAUKEE BUCKS,48,20,1436,244,503,62,161,75,85,23,133,152,41,13,66,128,16.3,0.8,-1.2,-1.0,10.8,0.7,0.16899999999999998,-0.1,1.9,2.0,14.3,1.4,0.32,6.4,0.578,10.9,19.1,0.3,2.7,0.091,134,202,.663,63,.470,.731
brookdi01,Dillon Brooks,SMALL FORWARD,22,MEMPHIS GRIZZLIES,82,74,2350,340,772,94,264,124,166,49,208,135,73,17,124,233,9.3,0.7,-4.0,-1.1,10.5,1.1,0.215,-2.9,2.4,0.1,9.8,1.6,0.342,6.3,0.531,12.8,18.5,-1.2,1.2,0.024,138,212,.651,84,.609,.904
brownja02,Jaylen Brown,SHOOTING GUARD,21,BOSTON CELTICS,70,70,2152,373,803,121,306,150,233,66,280,114,70,26,124,181,8.5,1.0,-0.5,0.3,14.0,3.2,0.29,-0.8,3.4,1.2,13.6,1.6,0.381,8.8,0.562,12.0,21.4,0.8,4.5,0.1,231,369,.626,128,.554,.945
bullore01,Reggie Bullock,SMALL FORWARD,26,DETROIT PISTONS,62,52,1732,267,546,125,281,39,49,27,127,95,47,13,47,70,8.4,0.7,0.7,0.0,8.3,1.4,0.09,0.7,1.7,2.8,13.6,1.4,0.515,4.9,0.615,7.6,15.7,1.2,4.2,0.11699999999999999,80,108,.741,65,.812,.968
burksal01,Alec Burks,SHOOTING GUARD,26,UTAH JAZZ,64,1,1059,170,414,47,142,107,124,19,173,67,37,8,60,75,10.0,0.6,-0.9,0.4,18.4,1.6,0.3,-1.3,2.1,0.2,13.1,1.8,0.34299999999999997,10.3,0.527,11.4,22.5,0.3,1.9,0.084,75,119,.630,41,.547,.679
butleji01,Jimmy Butler,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,59,59,2164,437,921,70,200,363,425,79,235,288,116,24,108,78,20.6,1.0,5.8,0.7,12.7,1.8,0.461,5.0,4.2,7.1,23.7,2.7,0.217,8.4,0.59,8.9,24.9,4.2,8.9,0.198,168,256,.656,83,.494,.756
caldwke01,Kentavious Caldwell-Pope,SHOOTING GUARD,24,LOS ANGELES LAKERS,74,74,2458,340,798,159,415,153,194,60,327,162,106,16,97,145,9.4,0.5,0.3,0.6,14.1,2.7,0.243,-0.4,2.6,2.6,13.2,2.1,0.52,8.4,0.561,9.9,16.9,1.4,5.3,0.10300000000000001,104,156,.667,61,.587,.874
capelca01,Clint Capela,CENTER,23,HOUSTON ROCKETS,74,74,2034,441,676,0,1,144,257,241,561,68,58,137,103,185,5.7,5.7,3.4,1.0,30.8,4.1,0.38,2.4,13.5,6.2,24.5,1.4,0.001,22.2,0.65,11.5,19.4,2.8,10.2,0.242,475,654,.726,396,.834,
carrode01,DeMarre Carroll,POWER FORWARD,31,BROOKLYN NETS,73,73,2180,325,785,145,391,188,246,105,374,147,59,30,103,165,10.5,1.0,0.2,-0.4,18.4,1.8,0.313,0.5,5.1,2.3,14.3,1.3,0.498,11.7,0.55,10.3,19.8,1.2,4.1,0.091,100,164,.610,45,.450,.931
cartevi01,Vince Carter,SMALL FORWARD,41,SACRAMENTO KINGS,58,5,1026,114,283,57,165,28,37,18,130,69,42,26,36,96,9.7,2.4,-1.2,0.7,15.1,0.9,0.131,-1.9,1.9,0.3,10.8,2.1,0.583,8.2,0.523,10.7,14.7,0.2,1.2,0.055999999999999994,28,48,.583,17,.607,.982
caulewi01,Willie Cauley-Stein,CENTER,24,SACRAMENTO KINGS,73,58,2044,388,773,3,12,153,247,131,379,172,77,67,109,185,13.7,3.1,-0.1,0.3,22.0,2.2,0.32,-0.4,7.0,1.7,17.6,1.9,0.016,14.2,0.529,11.0,21.8,1.0,3.9,0.092,240,355,.676,176,.733,1.000
chalmma01,Mario Chalmers,POINT GUARD,31,MEMPHIS GRIZZLIES,66,10,1421,168,443,53,191,118,138,13,144,197,79,14,117,179,21.5,0.9,-3.2,0.5,12.0,1.3,0.312,-3.7,1.0,-0.6,10.4,2.8,0.431,6.4,0.503,18.8,19.6,-0.4,0.6,0.021,58,107,.542,16,.276,.830
chandty01,Tyson Chandler,CENTER,35,PHOENIX SUNS,46,46,1151,121,187,0,0,58,93,134,284,53,16,27,59,106,6.6,1.9,-1.4,-0.6,26.8,0.8,0.49700000000000005,-0.8,12.2,1.9,14.2,0.7,0.0,19.4,0.6579999999999999,20.6,10.6,0.2,2.7,0.111,117,174,.672,78,.667,0
chandwi01,Wilson Chandler,SMALL FORWARD,30,DENVER NUGGETS,74,71,2346,281,631,88,246,88,114,102,296,159,43,39,92,156,9.4,1.4,-2.1,-1.1,14.1,1.2,0.18100000000000002,-1.0,4.9,2.1,10.9,0.9,0.39,9.6,0.542,11.9,14.3,-0.1,3.3,0.067,117,175,.669,66,.564,.943
chrisma01,Marquese Chriss,POWER FORWARD,20,PHOENIX SUNS,72,49,1527,202,477,56,190,96,158,76,319,83,51,70,107,205,8.1,3.7,-2.8,0.4,22.7,1.5,0.331,-3.2,5.2,-0.8,11.1,1.6,0.39799999999999996,13.8,0.509,16.4,18.1,-0.3,0.7,0.023,110,177,.621,76,.691,1.000
clarkia01,Ian Clark,SHOOTING GUARD,26,NEW ORLEANS PELICANS,74,2,1455,222,495,62,195,45,59,10,117,110,33,10,57,120,10.4,0.5,-3.5,-0.8,8.4,0.8,0.11900000000000001,-2.7,0.8,0.3,9.4,1.1,0.39399999999999996,4.7,0.529,9.9,17.2,-0.6,1.1,0.037000000000000005,56,80,.700,40,.714,.819
clarkjo01,Jordan Clarkson,SHOOTING GUARD,25,LOS ANGELES LAKERS,53,2,1256,299,667,68,210,105,132,44,115,173,39,3,95,63,22.9,0.2,0.8,-1.1,9.7,1.0,0.198,1.9,3.8,1.1,16.9,1.5,0.315,6.7,0.532,11.6,27.7,0.9,2.1,0.08,165,256,.645,49,.297,.780
collijo01,John Collins,POWER FORWARD,20,ATLANTA HAWKS,74,26,1785,314,545,16,47,133,186,176,365,98,47,80,105,215,8.9,3.8,-0.2,0.2,22.8,2.0,0.341,-0.4,11.0,3.4,18.3,1.3,0.086,16.9,0.62,14.3,17.9,0.8,5.4,0.145,235,321,.732,169,.719,1.000
colliza01,Zach Collins,CENTER,20,PORTLAND TRAIL BLAZERS,66,1,1045,115,289,35,113,27,42,45,176,52,17,31,58,133,7.1,2.4,-4.3,0.2,18.2,1.3,0.145,-4.5,4.7,-0.7,7.5,0.8,0.391,11.5,0.475,15.9,15.4,-0.6,0.6,0.03,53,83,.639,36,.679,.974
collida01,Darren Collison,POINT GUARD,30,INDIANA PACERS,69,64,2018,316,638,96,205,127,144,37,141,368,92,15,86,122,26.4,0.7,2.7,0.3,7.8,1.8,0.226,2.4,2.1,5.8,18.8,2.3,0.321,5.0,0.61,10.9,17.4,2.4,7.6,0.18100000000000002,113,172,.657,46,.407,.798
connapa01,Pat Connaughton,SHOOTING GUARD,25,PORTLAND TRAIL BLAZERS,82,5,1488,165,390,74,210,37,44,36,125,91,23,22,43,120,8.7,1.2,-1.8,-0.1,9.1,1.3,0.113,-1.7,2.7,1.2,9.3,0.8,0.5379999999999999,5.9,0.539,9.5,13.4,0.1,2.5,0.08,64,95,.674,48,.750,.934
couside01,DeMarcus Cousins,CENTER,27,NEW ORLEANS PELICANS,48,48,1737,406,864,104,294,294,394,105,512,257,79,76,242,183,23.0,3.5,4.7,2.2,30.9,3.2,0.456,2.5,6.8,1.5,22.6,2.2,0.34,19.2,0.583,18.9,31.9,2.9,4.7,0.13,205,325,.631,93,.454,.942
covinro01,Robert Covington,SMALL FORWARD,27,PHILADELPHIA 76ERS,80,80,2532,345,836,203,550,116,136,55,378,156,137,72,126,238,8.7,2.4,1.5,1.7,15.5,4.5,0.163,-0.2,2.4,1.6,12.9,2.6,0.6579999999999999,9.2,0.563,12.3,17.2,2.3,6.1,0.11599999999999999,110,173,.636,87,.791,.963
crabbal01,Allen Crabbe,SHOOTING GUARD,25,BROOKLYN NETS,75,68,2197,337,827,201,532,115,135,28,296,117,47,35,78,168,8.4,1.2,-0.7,-0.7,14.4,1.4,0.163,0.0,1.3,1.8,12.3,1.0,0.643,7.8,0.5579999999999999,8.1,19.0,0.7,3.2,0.07,51,69,.739,39,.765,.940
crawfja01,Jamal Crawford,SHOOTING GUARD,37,MINNESOTA TIMBERWOLVES,80,0,1653,308,742,104,314,102,113,21,78,185,40,9,95,85,16.9,0.5,-2.3,-2.5,5.5,0.3,0.152,0.1,1.4,0.9,13.0,1.2,0.423,3.5,0.519,10.7,23.7,-0.1,1.3,0.037000000000000005,33,50,.660,7,.212,.748
crowdja01,Jae Crowder,SMALL FORWARD,27,CLEVELAND CAVALIERS,53,47,1346,157,376,62,189,78,92,41,132,58,41,12,42,124,6.0,0.8,-3.0,-1.0,10.8,0.6,0.245,-1.9,3.5,1.1,10.2,1.5,0.503,7.2,0.545,9.2,15.1,-0.3,1.7,0.059000000000000004,118,184,.641,96,.814,.932
cunnida01,Dante Cunningham,SMALL FORWARD,30,NEW ORLEANS PELICANS,51,24,1115,99,225,35,108,20,36,50,143,26,27,16,16,75,3.0,1.1,-2.0,-0.1,13.4,0.9,0.16,-1.9,5.0,0.7,8.4,1.2,0.48,9.4,0.525,6.2,10.0,0.0,1.6,0.067,78,121,.645,63,.808,.983
curryst01,Stephen Curry,POINT GUARD,29,GOLDEN STATE WARRIORS,51,51,1631,428,864,212,501,278,302,36,225,310,80,8,153,114,30.3,0.4,7.7,0.0,14.4,1.9,0.35,7.8,2.7,7.2,28.2,2.4,0.58,9.0,0.675,13.3,31.0,4.0,9.1,0.267,142,207,.686,62,.437,.601
danietr01,Troy Daniels,SHOOTING GUARD,26,PHOENIX SUNS,79,15,1622,232,575,183,458,56,64,12,115,48,26,5,56,137,4.5,0.2,-2.6,-2.1,7.7,0.0,0.111,-0.5,0.8,1.4,9.8,0.8,0.797,4.2,0.583,8.5,17.2,-0.3,1.4,0.042,12,28,.429,9,.750,.923
davisan02,Anthony Davis,POWER FORWARD,24,NEW ORLEANS PELICANS,75,75,2727,780,1462,55,162,495,598,187,645,174,115,193,162,159,10.8,5.6,6.7,1.4,24.8,4.9,0.409,5.3,7.7,8.8,28.9,2.0,0.111,16.5,0.612,8.6,30.0,5.9,13.7,0.24100000000000002,462,625,.739,348,.753,.918
davised01,Ed Davis,CENTER,28,PORTLAND TRAIL BLAZERS,78,0,1471,170,292,0,1,74,111,183,392,40,32,52,66,188,3.9,2.9,-0.6,0.6,28.8,2.5,0.38,-1.2,13.7,2.5,15.5,1.1,0.003,21.3,0.607,16.2,12.1,0.5,5.0,0.16399999999999998,141,210,.671,75,.532,
dedmode01,Dewayne Dedmon,CENTER,28,ATLANTA HAWKS,62,46,1542,250,477,50,141,67,86,100,389,90,40,51,86,162,9.2,2.8,0.1,0.5,28.1,1.9,0.18,-0.4,7.2,1.8,15.8,1.3,0.29600000000000004,17.7,0.599,14.3,17.0,0.8,3.7,0.114,104,134,.776,79,.760,1.000
delanma01,Malcolm Delaney,POINT GUARD,28,ATLANTA HAWKS,54,3,1014,109,285,46,124,74,92,9,91,163,35,6,66,82,23.4,0.5,-2.6,-0.4,10.0,0.6,0.32299999999999995,-2.2,1.0,0.4,10.6,1.7,0.435,5.5,0.519,16.9,16.9,-0.1,1.0,0.047,26,48,.542,12,.462,.739
derozde01,DeMar DeRozan,SHOOTING GUARD,28,TORONTO RAPTORS,80,80,2711,645,1413,89,287,461,559,59,256,417,85,22,175,151,25.0,0.6,2.8,-0.6,10.4,2.8,0.396,3.3,2.5,6.8,21.0,1.5,0.203,6.5,0.555,9.5,29.6,3.2,9.6,0.17,221,337,.656,81,.367,.667
dienggo01,Gorgui Dieng,CENTER,28,MINNESOTA TIMBERWOLVES,79,0,1333,186,388,19,61,79,102,106,254,71,45,39,59,147,7.5,2.6,-1.0,-0.1,22.2,1.4,0.263,-0.9,9.1,1.6,14.7,1.7,0.157,15.6,0.5429999999999999,12.0,16.3,0.3,2.9,0.105,66,100,.660,41,.621,.905
dinwisp01,Spencer Dinwiddie,POINT GUARD,24,BROOKLYN NETS,80,58,2306,324,838,141,433,218,268,40,219,524,68,23,128,186,35.0,0.7,0.6,-0.7,10.2,1.4,0.32,1.3,1.8,4.3,15.9,1.4,0.517,6.0,0.527,11.8,20.3,1.5,5.7,0.11800000000000001,112,194,.577,18,.161,.596
dragigo01,Goran Dragić,POINT GUARD,31,MIAMI HEAT,75,75,2378,484,1075,111,300,217,271,54,252,359,63,12,166,180,25.4,0.4,0.3,-0.6,12.0,2.3,0.252,0.9,2.5,2.9,16.6,1.3,0.27899999999999997,7.2,0.5429999999999999,12.2,25.7,1.4,5.3,0.106,200,320,.625,78,.390,.773
drumman01,Andre Drummond,CENTER,24,DETROIT PISTONS,78,78,2625,466,881,0,11,239,395,399,848,237,114,127,200,250,14.3,4.3,3.2,1.7,36.4,5.7,0.44799999999999995,1.5,16.4,4.6,22.9,2.2,0.012,26.2,0.555,15.9,21.2,3.4,10.3,0.18899999999999997,377,579,.651,199,.528,
dunnkr01,Kris Dunn,POINT GUARD,23,CHICAGO BULLS,52,43,1525,286,666,43,134,84,114,24,197,310,104,27,150,174,33.3,1.6,-1.3,1.1,14.4,1.9,0.171,-2.4,1.6,-1.0,14.5,3.3,0.201,7.8,0.488,17.3,24.7,0.3,0.9,0.027000000000000003,95,175,.543,19,.200,.628
duranke01,Kevin Durant,SMALL FORWARD,29,GOLDEN STATE WARRIORS,68,68,2325,630,1222,173,413,359,404,31,433,366,50,119,207,133,25.5,4.0,7.3,0.6,19.5,2.9,0.331,6.7,1.6,7.5,26.0,1.0,0.33799999999999997,11.2,0.64,12.9,30.4,5.5,10.4,0.215,206,274,.752,128,.621,.650
ellinwa01,Wayne Ellington,SHOOTING GUARD,30,MIAMI HEAT,77,2,2041,285,700,227,579,67,78,23,195,79,53,8,52,94,5.9,0.3,0.4,-0.6,10.7,1.9,0.111,1.0,1.3,2.6,12.5,1.3,0.8270000000000001,6.0,0.588,6.6,17.3,1.2,4.5,0.105,35,55,.636,25,.714,.950
embiijo01,Joel Embiid,CENTER,23,PHILADELPHIA 76ERS,63,63,1912,510,1056,66,214,359,467,143,547,199,40,111,234,209,18.0,4.8,3.3,1.3,29.7,3.8,0.442,2.0,8.4,2.3,22.9,1.0,0.203,19.4,0.573,15.6,33.4,2.6,6.2,0.155,254,347,.732,153,.602,.919
ennisja01,James Ennis,SMALL FORWARD,27,MEMPHIS GRIZZLIES,45,14,1053,108,222,30,84,64,73,53,104,49,32,12,38,81,7.0,1.1,-0.6,-0.1,11.7,0.6,0.32899999999999996,-0.5,5.7,1.5,11.9,1.5,0.37799999999999995,8.6,0.61,13.0,12.5,0.4,2.0,0.09300000000000001,96,134,.716,68,.708,1.000
